Date,Rank,Category,Title,Author,Week on List,Description
2021-06-27,5,Children’s Series,Wings Of Fire,Tui T. Sutherland,118,Only the five dragonets of destiny can unite the seven warring dragon tribes.
2021-06-27,1,Young Adult Hardcover,One Of Us Is Lying,Karen M. McManus,176,"For five students, a detour into detention ends in murder."
2021-06-27,2,Young Adult Hardcover,Stamped,Jason Reynolds and Ibram X. Kendi,64,An exploration of racism and antiracism in America.
2021-06-27,3,Young Adult Hardcover,Realm Breaker,Victoria Aveyard,6,A small band of misfits attempt to save Allward.
2021-06-27,4,Young Adult Hardcover,Rule Of Wolves,Leigh Bardugo,11,The second book in the King of Scars duology.
2021-06-27,5,Young Adult Hardcover,The Hate U Give,Angie Thomas,218,A 16-year-old girl sees a police officer kill her friend.
2021-06-20,1,Combined Print & E-Book Fiction,Freed,E.L. James,1,The final chapter of the Fifty Shades as Told by Christian trilogy delves into the wedding between Christian Grey and Anastasia Steele.
2021-06-20,2,Combined Print & E-Book Fiction,Golden Girl,Elin Hilderbrand,1,A Nantucket novelist gets one final summer to watch what happens from the great beyond.
2021-06-20,3,Combined Print & E-Book Fiction,Malibu Rising,Taylor Jenkins Reid,1,"Four famous siblings throw an epic party to celebrate the end of summer. But over the course of 24 hours, their lives will change forever."
2021-06-20,4,Combined Print & E-Book Fiction,The Last Thing He Told Me,Laura Dave,5,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2021-06-20,5,Combined Print & E-Book Fiction,One Last Stop,Casey McQuiston,1,August meets the girl of her dreams on a New York subway only to find she’s from another time.
2021-06-20,1,Combined Print & E-Book Nonfiction,How The Word Is Passed,Clint Smith,1,A staff writer at The Atlantic explores the legacy of slavery and its imprint on centuries of American history.
2021-06-20,2,Combined Print & E-Book Nonfiction,Killing The Mob,Bill O'Reilly and Martin Dugard,5,The 10th book in the conservative commentator’s Killing series looks at organized crime in the United States during the 20th century.
2021-06-20,3,Combined Print & E-Book Nonfiction,After The Fall,Ben Rhodes,1,A former White House aide and close confidant to President Barack Obama traveled the globe to discover just how much America’s fingerprints are on the world we shaped.
2021-06-20,4,Combined Print & E-Book Nonfiction,The Premonition,Michael Lewis,5,Stories of skeptics who went against the official response of the Trump administration to the outbreak of Covid-19. The profiles include a local public-health officer and a group of doctors nicknamed the Wolverines.
2021-06-20,5,Combined Print & E-Book Nonfiction,What Happened To You?,Bruce D. Perry and Oprah Winfrey,6,An approach to dealing with trauma that shifts an essential question used to investigate it.
2021-06-20,1,Hardcover Fiction,Golden Girl,Elin Hilderbrand,1,A Nantucket novelist gets one final summer to watch what happens from the great beyond.
2021-06-20,2,Hardcover Fiction,Malibu Rising,Taylor Jenkins Reid,1,"Four famous siblings throw an epic party to celebrate the end of summer. But over the course of 24 hours, their lives will change forever."
2021-06-20,3,Hardcover Fiction,The Last Thing He Told Me,Laura Dave,5,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2021-06-20,4,Hardcover Fiction,Sooley,John Grisham,6,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.
2021-06-20,5,Hardcover Fiction,Legacy,Nora Roberts,2,Threats put in rhymes and sent from shifting locations escalate as the daughter of a successful fitness celebrity’s own yoga business grows.
2021-06-20,1,Hardcover Nonfiction,How The Word Is Passed,Clint Smith,1,A staff writer at The Atlantic explores the legacy of slavery and its imprint on centuries of American history.
2021-06-20,2,Hardcover Nonfiction,Killing The Mob,Bill O'Reilly and Martin Dugard,5,The 10th book in the conservative commentator’s Killing series looks at organized crime in the United States during the 20th century.
2021-06-20,3,Hardcover Nonfiction,What Happened To You?,Bruce D. Perry and Oprah Winfrey,6,An approach to dealing with trauma that shifts an essential question used to investigate it.
2021-06-20,4,Hardcover Nonfiction,After The Fall,Ben Rhodes,1,A former White House aide and close confidant to President Barack Obama traveled the globe to discover just how much America’s fingerprints are on the world we shaped.
2021-06-20,5,Hardcover Nonfiction,The Premonition,Michael Lewis,5,Stories of skeptics who went against the official response of the Trump administration to the outbreak of Covid-19. The profiles include a local public-health officer and a group of doctors nicknamed the Wolverines.
2021-06-20,1,Paperback Trade Fiction,Freed,E.L. James,1,The final chapter of the Fifty Shades as Told by Christian trilogy delves into the wedding between Christian Grey and Anastasia Steele.
2021-06-20,2,Paperback Trade Fiction,One Last Stop,Casey McQuiston,1,August meets the girl of her dreams on a New York subway only to find she’s from another time.
2021-06-20,3,Paperback Trade Fiction,Where The Crawdads Sing,Delia Owens,10,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2021-06-20,4,Paperback Trade Fiction,People We Meet On Vacation,Emily Henry,4,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2021-06-20,5,Paperback Trade Fiction,The Song Of Achilles,Madeline Miller,33,A reimagining of Homer’s “Iliad” that is narrated by Achilles' companion Patroclus.
2021-06-20,1,Paperback Nonfiction,The Body Keeps The Score,Bessel van der Kolk,137,"How trauma affects the body and mind, and innovative treatments for recovery."
2021-06-20,2,Paperback Nonfiction,Braiding Sweetgrass,Robin Wall Kimmerer,60,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.
2021-06-20,3,Paperback Nonfiction,Born A Crime,Trevor Noah,121,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
2021-06-20,4,Paperback Nonfiction,Killers Of The Flower Moon,David Grann,82,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil. The fledgling F.B.I. intervened, ineffectively."
2021-06-20,5,Paperback Nonfiction,Sapiens,Yuval Noah Harari,147,How Homo sapiens became Earth’s dominant species.
2021-06-20,1,"Advice, How-To & Miscellaneous","The Boy, The Mole, The Fox And The Horse",Charlie Mackesy,79,
2021-06-20,2,"Advice, How-To & Miscellaneous",Atomic Habits,James Clear,80,
2021-06-20,3,"Advice, How-To & Miscellaneous",The Women Of The Bible Speak,Shannon Bream,10,
2021-06-20,4,"Advice, How-To & Miscellaneous",Make Your Bed,William H. McRaven,97,
2021-06-20,5,"Advice, How-To & Miscellaneous",World Travel,Anthony Bourdain and Laurie Woolever,7,
2021-06-20,1,Children’s Middle Grade Hardcover,Stamped (For Kids),"Jason Reynolds, Ibram X. Kendi and Sonja Cherry-Paul",4,"An adaptation of ""Stamped"" for younger readers."
2021-06-20,2,Children’s Middle Grade Hardcover,The Game Master: Summer Schooled,Matt and Rebecca Zamolo,1,"Rebecca Zamolo takes on the Game Master, who threatens to ruin summer."
2021-06-20,3,Children’s Middle Grade Hardcover,Refugee,Alan Gratz,133,Three children in three different conflicts look for safe haven.
2021-06-20,4,Children’s Middle Grade Hardcover,Wonder,R.J. Palacio,299,A boy with a facial deformity starts school.
2021-06-20,5,Children’s Middle Grade Hardcover,The Ickabog,J.K. Rowling,30,A fearsome monster threatens the kingdom of Cornucopia.
2021-06-20,1,Children’s Picture Books,"Strange Planet: The Sneaking, Hiding, Vibrating Creature",Nathan W. Pyle,1,Lifegiver and Offspring study the behavior of a feline.
2021-06-20,2,Children’s Picture Books,I Love Dad With The Very Hungry Caterpillar,Eric Carle,16,Celebrating dad with help from that insatiable insect.
2021-06-20,3,Children’s Picture Books,I Wish You More,Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,67,A bounty of good wishes.
2021-06-20,4,Children’s Picture Books,Why A Daughter Needs A Dad,Gregory E. Lang. Illustrated by Sydney Hanson,2,A father's love for his daughter.
2021-06-20,5,Children’s Picture Books,The Wonderful Things You Will Be,Emily Winfield Martin,265,A celebration of future possibilities.
2021-06-20,1,Children’s Series,Shadow And Bone Trilogy,Leigh Bardugo,13,"The basis of the Netflix series; previously titled ""The Grisha Trilogy."""
2021-06-20,2,Children’s Series,Diary Of A Wimpy Kid,Jeff Kinney,638,The travails and challenges of adolescence.
2021-06-20,3,Children’s Series,Harry Potter,J.K. Rowling,637,A wizard hones his conjuring skills in the service of fighting evil.
2021-06-20,4,Children’s Series,Awesome Friendly Kid,Jeff Kinney,12,Rowley Jefferson chronicles his life story and adventures.
2021-06-20,5,Children’s Series,Wings Of Fire,Tui T. Sutherland,117,Only the five dragonets of destiny can unite the seven warring dragon tribes.
2021-06-20,1,Young Adult Hardcover,Instructions For Dancing,Nicola Yoon,1,"Giving up on love, Evie Thomas joins the La Brea Dance studio and meets Xavier."
2021-06-20,2,Young Adult Hardcover,One Of Us Is Lying,Karen M. McManus,175,"For five students, a detour into detention ends in murder."
2021-06-20,3,Young Adult Hardcover,Realm Breaker,Victoria Aveyard,5,A small band of misfits attempt to save Allward.
2021-06-20,4,Young Adult Hardcover,Stamped,Jason Reynolds and Ibram X. Kendi,63,An exploration of racism and antiracism in America.
2021-06-20,5,Young Adult Hardcover,Rule Of Wolves,Leigh Bardugo,10,The second book in the King of Scars duology.
2021-06-13,1,Combined Print & E-Book Fiction,Legacy,Nora Roberts,1,Threats put in rhymes and sent from shifting locations escalate as the daughter of a successful fitness celebrity’s own yoga business grows.
2021-06-13,2,Combined Print & E-Book Fiction,The Last Thing He Told Me,Laura Dave,4,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2021-06-13,3,Combined Print & E-Book Fiction,Shadow Storm,Christine Feehan,1,The sixth book in the Shadow Riders series. Emmanuelle is pulled toward Valentino and his family’s private war.
2021-06-13,4,Combined Print & E-Book Fiction,Project Hail Mary,Andy Weir,4,"Ryland Grace awakes from a long sleep alone and far from home, and the fate of humanity rests on his shoulders."
2021-06-13,5,Combined Print & E-Book Fiction,Sooley,John Grisham,5,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.
2021-06-13,1,Combined Print & E-Book Nonfiction,Killing The Mob,Bill O'Reilly and Martin Dugard,4,The 10th book in the conservative commentator’s Killing series looks at organized crime in the United States during the 20th century.
2021-06-13,2,Combined Print & E-Book Nonfiction,What Happened To You?,Bruce D. Perry and Oprah Winfrey,5,An approach to dealing with trauma that shifts an essential question used to investigate it.
2021-06-13,3,Combined Print & E-Book Nonfiction,The Anthropocene Reviewed,John Green,2,A collection of personal essays that review different facets of the human-centered planet.
2021-06-13,4,Combined Print & E-Book Nonfiction,Zero Fail,Carol Leonnig,2,"The three-time Pulitzer Prize winner brings to light the secrets, scandals and shortcomings of the Secret Service."
2021-06-13,5,Combined Print & E-Book Nonfiction,The Premonition,Michael Lewis,4,Stories of skeptics who went against the official response of the Trump administration to the outbreak of Covid-19. The profiles include a local public-health officer and a group of doctors nicknamed the Wolverines.
2021-06-13,1,Hardcover Fiction,Legacy,Nora Roberts,1,Threats put in rhymes and sent from shifting locations escalate as the daughter of a successful fitness celebrity’s own yoga business grows.
2021-06-13,2,Hardcover Fiction,The Last Thing He Told Me,Laura Dave,4,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2021-06-13,3,Hardcover Fiction,Sooley,John Grisham,5,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.
2021-06-13,4,Hardcover Fiction,Project Hail Mary,Andy Weir,4,"Ryland Grace awakes from a long sleep alone and far from home, and the fate of humanity rests on his shoulders."
2021-06-13,5,Hardcover Fiction,While Justice Sleeps,Stacey Abrams,3,"When Justice Wynn slips into a coma, his law clerk, Avery Keene, must unravel the clues of a controversial case."
2021-06-13,1,Hardcover Nonfiction,Killing The Mob,Bill O'Reilly and Martin Dugard,4,The 10th book in the conservative commentator’s Killing series looks at organized crime in the United States during the 20th century.
2021-06-13,2,Hardcover Nonfiction,The Anthropocene Reviewed,John Green,2,A collection of personal essays that review different facets of the human-centered planet.
2021-06-13,3,Hardcover Nonfiction,What Happened To You?,Bruce D. Perry and Oprah Winfrey,5,An approach to dealing with trauma that shifts an essential question used to investigate it.
2021-06-13,4,Hardcover Nonfiction,Greenlights,Matthew McConaughey,32,The Academy Award-winning actor shares snippets from the diaries he kept over the last 35 years.
2021-06-13,5,Hardcover Nonfiction,Zero Fail,Carol Leonnig,2,"The three-time Pulitzer Prize winner brings to light the secrets, scandals and shortcomings of the Secret Service."
2021-06-13,1,Paperback Trade Fiction,Where The Crawdads Sing,Delia Owens,9,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2021-06-13,2,Paperback Trade Fiction,The Song Of Achilles,Madeline Miller,32,A reimagining of Homer’s “Iliad” that is narrated by Achilles' companion Patroclus.
2021-06-13,3,Paperback Trade Fiction,People We Meet On Vacation,Emily Henry,3,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2021-06-13,4,Paperback Trade Fiction,The Silent Patient,Alex Michaelides,4,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2021-06-13,5,Paperback Trade Fiction,The Book Of Lost Names,Kristin Harmel,1,A woman who helped Jewish children flee the Nazis during World War II now might be the only one who can unlock a code found in a religious text.
2021-06-13,1,Paperback Nonfiction,The Body Keeps The Score,Bessel van der Kolk,136,"How trauma affects the body and mind, and innovative treatments for recovery."
2021-06-13,2,Paperback Nonfiction,Born A Crime,Trevor Noah,120,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
2021-06-13,3,Paperback Nonfiction,Braiding Sweetgrass,Robin Wall Kimmerer,59,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.
2021-06-13,4,Paperback Nonfiction,Killers Of The Flower Moon,David Grann,81,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil. The fledgling F.B.I. intervened, ineffectively."
2021-06-13,5,Paperback Nonfiction,Becoming,Michelle Obama,13,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
2021-06-13,1,"Advice, How-To & Miscellaneous","The Boy, The Mole, The Fox And The Horse",Charlie Mackesy,78,
2021-06-13,2,"Advice, How-To & Miscellaneous",Atomic Habits,James Clear,79,
2021-06-13,3,"Advice, How-To & Miscellaneous",The Women Of The Bible Speak,Shannon Bream,9,
2021-06-13,4,"Advice, How-To & Miscellaneous",The Menopause Manifesto,Jen Gunter,1,
2021-06-13,5,"Advice, How-To & Miscellaneous",World Travel,Anthony Bourdain and Laurie Woolever,6,
2021-06-13,1,Children’s Middle Grade Hardcover,Stamped (For Kids),"Jason Reynolds, Ibram X. Kendi and Sonja Cherry-Paul",3,"An adaptation of ""Stamped"" for younger readers."
2021-06-13,2,Children’s Middle Grade Hardcover,Wonder,R.J. Palacio,298,A boy with a facial deformity starts school.
2021-06-13,3,Children’s Middle Grade Hardcover,The Ickabog,J.K. Rowling,29,A fearsome monster threatens the kingdom of Cornucopia.
2021-06-13,4,Children’s Middle Grade Hardcover,Refugee,Alan Gratz,132,Three children in three different conflicts look for safe haven.
2021-06-13,5,Children’s Middle Grade Hardcover,Best Nerds Forever,James Patterson and Chris Grabenstein,3,"As a ghost, Finn attempts to solve his own murder."
2021-06-13,1,Children’s Picture Books,I Wish You More,Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,66,A bounty of good wishes.
2021-06-13,2,Children’s Picture Books,"Thank You, Teacher From The Very Hungry Caterpillar",Eric Carle,3,The insatiable insect's pedagogue appreciation.
2021-06-13,3,Children’s Picture Books,The Wonderful Things You Will Be,Emily Winfield Martin,264,A celebration of future possibilities.
2021-06-13,4,Children’s Picture Books,What The Road Said,Cleo Wade. Illustrated by Lucie de Moyencourt,7,A road answers a child's many questions about life.
2021-06-13,5,Children’s Picture Books,We Are Water Protectors,Carole Lindstrom. Illustrated by Michaela Goade,17,Standing up for environmental justice.
2021-06-13,1,Children’s Series,Shadow And Bone Trilogy,Leigh Bardugo,12,"The basis of the Netflix series; previously titled ""The Grisha Trilogy."""
2021-06-13,2,Children’s Series,Diary Of A Wimpy Kid,Jeff Kinney,637,The travails and challenges of adolescence.
2021-06-13,3,Children’s Series,Awesome Friendly Kid,Jeff Kinney,11,Rowley Jefferson chronicles his life story and adventures.
2021-06-13,4,Children’s Series,Harry Potter,J.K. Rowling,636,A wizard hones his conjuring skills in the service of fighting evil.
2021-06-13,5,Children’s Series,What Was . . . ?,various authors,17,Exploring milestones and events in American culture and history.
2021-06-13,1,Young Adult Hardcover,Stamped,Jason Reynolds and Ibram X. Kendi,62,An exploration of racism and antiracism in America.
2021-06-13,2,Young Adult Hardcover,One Of Us Is Lying,Karen M. McManus,174,"For five students, a detour into detention ends in murder."
2021-06-13,3,Young Adult Hardcover,Realm Breaker,Victoria Aveyard,4,A small band of misfits attempt to save Allward.
2021-06-13,4,Young Adult Hardcover,Mister Impossible,Maggie Stiefvater,2,"Ronan, Hennessy and Bryde try to make dreamers more powerful."
2021-06-13,5,Young Adult Hardcover,Rule Of Wolves,Leigh Bardugo,9,The second book in the King of Scars duology.
2021-06-06,1,Combined Print & E-Book Fiction,The Last Thing He Told Me,Laura Dave,3,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2021-06-06,2,Combined Print & E-Book Fiction,Sooley,John Grisham,4,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.
2021-06-06,3,Combined Print & E-Book Fiction,Project Hail Mary,Andy Weir,3,"Ryland Grace awakes from a long sleep alone and far from home, and the fate of humanity rests on his shoulders."
2021-06-06,4,Combined Print & E-Book Fiction,Where The Crawdads Sing,Delia Owens,131,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2021-06-06,5,Combined Print & E-Book Fiction,21St Birthday,James Patterson and Maxine Paetro,3,The 21st book in the Women’s Murder Club series. New evidence changes the investigation of a missing mother.
2021-06-06,1,Combined Print & E-Book Nonfiction,The Anthropocene Reviewed,John Green,1,A collection of personal essays that review different facets of the human-centered planet.
2021-06-06,2,Combined Print & E-Book Nonfiction,Zero Fail,Carol Leonnig,1,"The three-time Pulitzer Prize winner brings to light the secrets, scandals and shortcomings of the Secret Service."
2021-06-06,3,Combined Print & E-Book Nonfiction,Killing The Mob,Bill O'Reilly and Martin Dugard,3,The 10th book in the conservative commentator’s Killing series looks at organized crime in the United States during the 20th century.
2021-06-06,4,Combined Print & E-Book Nonfiction,Noise,"Daniel Kahneman, Olivier Sibony and Cass R. Sunstein",1,What might cause variability in judgments that should be identical and potential ways to remedy this.
2021-06-06,5,Combined Print & E-Book Nonfiction,What Happened To You?,Bruce D. Perry and Oprah Winfrey,4,An approach to dealing with trauma that shifts an essential question used to investigate it.
2021-06-06,1,Hardcover Fiction,Sooley,John Grisham,4,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.
2021-06-06,2,Hardcover Fiction,The Last Thing He Told Me,Laura Dave,3,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2021-06-06,3,Hardcover Fiction,Project Hail Mary,Andy Weir,3,"Ryland Grace awakes from a long sleep alone and far from home, and the fate of humanity rests on his shoulders."
2021-06-06,4,Hardcover Fiction,While Justice Sleeps,Stacey Abrams,2,"When Justice Wynn slips into a coma, his law clerk, Avery Keene, must unravel the clues of a controversial case."
2021-06-06,5,Hardcover Fiction,21St Birthday,James Patterson and Maxine Paetro,3,The 21st book in the Women’s Murder Club series. New evidence changes the investigation of a missing mother.
2021-06-06,1,Hardcover Nonfiction,The Anthropocene Reviewed,John Green,1,A collection of personal essays that review different facets of the human-centered planet.
2021-06-06,2,Hardcover Nonfiction,Zero Fail,Carol Leonnig,1,"The three-time Pulitzer Prize winner brings to light the secrets, scandals and shortcomings of the Secret Service."
2021-06-06,3,Hardcover Nonfiction,Killing The Mob,Bill O'Reilly and Martin Dugard,3,The 10th book in the conservative commentator’s Killing series looks at organized crime in the United States during the 20th century.
2021-06-06,4,Hardcover Nonfiction,What Happened To You?,Bruce D. Perry and Oprah Winfrey,4,An approach to dealing with trauma that shifts an essential question used to investigate it.
2021-06-06,5,Hardcover Nonfiction,Noise,"Daniel Kahneman, Olivier Sibony and Cass R. Sunstein",1,What might cause variability in judgments that should be identical and potential ways to remedy this.
2021-06-06,1,Paperback Trade Fiction,Where The Crawdads Sing,Delia Owens,8,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2021-06-06,2,Paperback Trade Fiction,The Song Of Achilles,Madeline Miller,31,A reimagining of Homer’s “Iliad” that is narrated by Achilles' companion Patroclus.
2021-06-06,3,Paperback Trade Fiction,The Silent Patient,Alex Michaelides,3,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
2021-06-06,4,Paperback Trade Fiction,People We Meet On Vacation,Emily Henry,2,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2021-06-06,5,Paperback Trade Fiction,The Woman In The Window,A.J. Finn,72,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.
2021-06-06,1,Paperback Nonfiction,The Body Keeps The Score,Bessel van der Kolk,135,"How trauma affects the body and mind, and innovative treatments for recovery."
2021-06-06,2,Paperback Nonfiction,Just Mercy,Bryan Stevenson,250,A civil rights lawyer and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
2021-06-06,3,Paperback Nonfiction,White Fragility,Robin DiAngelo,142,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.
2021-06-06,4,Paperback Nonfiction,Born A Crime,Trevor Noah,119,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
2021-06-06,5,Paperback Nonfiction,Becoming,Michelle Obama,12,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
2021-06-06,1,"Advice, How-To & Miscellaneous","The Boy, The Mole, The Fox And The Horse",Charlie Mackesy,77,
2021-06-06,2,"Advice, How-To & Miscellaneous",Atomic Habits,James Clear,78,
2021-06-06,3,"Advice, How-To & Miscellaneous",You Will Get Through This Night,Daniel Howell,1,
2021-06-06,4,"Advice, How-To & Miscellaneous",The Women Of The Bible Speak,Shannon Bream,8,
2021-06-06,5,"Advice, How-To & Miscellaneous",World Travel,Anthony Bourdain and Laurie Woolever,5,
2021-06-06,1,Children’s Middle Grade Hardcover,Stamped (For Kids),"Jason Reynolds, Ibram X. Kendi and Sonja Cherry-Paul",2,"An adaptation of ""Stamped"" for younger readers."
2021-06-06,2,Children’s Middle Grade Hardcover,Wonder,R.J. Palacio,297,A boy with a facial deformity starts school.
2021-06-06,3,Children’s Middle Grade Hardcover,The One And Only Bob,Katherine Applegate. Illustrated by Patricia Castelao,55,"In this sequel to ""The One and Only Ivan,"" Bob sets out on a dangerous journey in search of his long-lost sister."
2021-06-06,4,Children’s Middle Grade Hardcover,The Ickabog,J.K. Rowling,28,A fearsome monster threatens the kingdom of Cornucopia.
2021-06-06,5,Children’s Middle Grade Hardcover,Refugee,Alan Gratz,131,Three children in three different conflicts look for safe haven.
2021-06-06,1,Children’s Picture Books,I Wish You More,Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld,65,A bounty of good wishes.
2021-06-06,2,Children’s Picture Books,"Thank You, Teacher From The Very Hungry Caterpillar",Eric Carle,2,The insatiable insect's pedagogue appreciation.
2021-06-06,3,Children’s Picture Books,The Wonderful Things You Will Be,Emily Winfield Martin,263,A celebration of future possibilities.
2021-06-06,4,Children’s Picture Books,Shady Baby,Gabrielle Union-Wade and Dwyane Wade Jr. Illustrated by Tara Nicole Whitaker,1,Kaavia speaks up for what's right!
2021-06-06,5,Children’s Picture Books,The Circles All Around Us,Brad Montague. Illustrated by Brad and Kristi Montague,1,Expanding our circles of community and connections as we grow.
2021-06-06,1,Children’s Series,Shadow And Bone Trilogy,Leigh Bardugo,11,"The basis of the Netflix series; previously titled ""The Grisha Trilogy."""
2021-06-06,2,Children’s Series,Diary Of A Wimpy Kid,Jeff Kinney,636,The travails and challenges of adolescence.
2021-06-06,3,Children’s Series,Awesome Friendly Kid,Jeff Kinney,10,Rowley Jefferson chronicles his life story and adventures.
2021-06-06,4,Children’s Series,Harry Potter,J.K. Rowling,635,A wizard hones his conjuring skills in the service of fighting evil.
2021-06-06,5,Children’s Series,Wings Of Fire,Tui T. Sutherland,115,Only the five dragonets of destiny can unite the seven warring dragon tribes.
2021-06-06,1,Young Adult Hardcover,Realm Breaker,Victoria Aveyard,3,A small band of misfits attempt to save Allward.
2021-06-06,2,Young Adult Hardcover,Mister Impossible,Maggie Stiefvater,1,"Ronan, Hennessy and Bryde try to make dreamers more powerful."
2021-06-06,3,Young Adult Hardcover,Stamped,Jason Reynolds and Ibram X. Kendi,61,An exploration of racism and antiracism in America.
2021-06-06,4,Young Adult Hardcover,One Of Us Is Lying,Karen M. McManus,173,"For five students, a detour into detention ends in murder."
2021-06-06,5,Young Adult Hardcover,Rule Of Wolves,Leigh Bardugo,8,The second book in the King of Scars duology.
2021-05-30,1,Combined Print & E-Book Fiction,While Justice Sleeps,Stacey Abrams,1,"When Justice Wynn slips into a coma, his law clerk, Avery Keene, must unravel the clues of a controversial case."
2021-05-30,2,Combined Print & E-Book Fiction,Sooley,John Grisham,3,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.
2021-05-30,3,Combined Print & E-Book Fiction,The Last Thing He Told Me,Laura Dave,2,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
